text,aspect,sentiment
"Biomarkers in perioperative setting NSCLC, AACR22 - NTL from podium commenting on ctDNA analysis from IMPOWER010 indicating that benefit magnitude of adjuvant atezo better in high risk patients, however sensitivity is remains an issue. Notes importance of neoadjuvant regimens to be tolerable enough to be applied to those who may be cured by surgery alone, and importance of biomarkers in light of cost of these therapies ",IMPOWER010,neutral
"PACIFIC, AACR22: NTL discussing from the podium - need to validate whether timing matters (between CRT/RT and ICI), noting trend for benefit in analysis of patients who started durva within 14 days of CRT - is there a locally inflamed environment that is priming the immune system?",PACIFIC,neutral
"PACIFIC, AACR22: NTL discussing from the podium - need to validate whether timing matters (between CRT/RT and ICI), noting trend for benefit in analysis of patients who started durva within 14 days of CRT - is there a locally inflamed environment that is priming the immune system?",durva,neutral
KN091 NTL  highlighted significant toxicity imbalance although still lower PD rate for pembro despite 14% of patients not receiving any adjuvant chemo. Regarding safety data from KN091 that ~2% AE's leading to death is difficult to accept for patients who might otherwise be cured and magnitude of benefit is disappointing ,KN-091,negative
"IMPOWER010, AACR22: NTL said that DFS and OS KM curves hint significant OS improvement will be achieved, but highlights subgroup data of PD-L1 ? 50% driving most benefit, lack of benefit in driver mutations so still important to perform genomic testing early, despite doubt that TKIs will are curative in any setting (as opposed to IO)",IMPOWER010,positive
"While discussing CM816 data from AACR with a community oncologist with a  limited contact with thoracic surgeons TL commented about this being intriguing data but main question is the control arm for this study is not typical standard of care (at least in the respective region). So, TL thought there might be some issues around practical implementation and was wondering whether the value remains unclear.",CM816,negative
"CM-816 : 	• 2y OS of 83% is promising	• HR is on track	• Taken together, the data is practice changing	• He expected 30% OS benefit and what this data is showing is around 40%	• Looks likes starting to plateau",CM-816,positive
"An academic community medical oncologist very experienced with IO across different indications was very impressed with CM-816 data presented at AACR. TL mentioned that patient selection remains a challenge and likes to see a study, maybe even phase 2 where stage IB and II are compared so that we can see which patient drives the  most benefit.",CM-816,neutral
"CM-816 : 2/3 of the patients are stage III. In the real world, they treat most stage IIIs with chemoradiation followed by durvalumab. ie the comparator for many operable stage III patients is actually PACIFIC. ",CM-816,negative
"CM-816 : 2/3 of the patients are stage III. In the real world, they treat most stage IIIs with chemoradiation followed by durvalumab. ie the comparator for many operable stage III patients is actually PACIFIC. ",durvalumab,positve
"CM-816 : 2/3 of the patients are stage III. In the real world, they treat most stage IIIs with chemoradiation followed by durvalumab. ie the comparator for many operable stage III patients is actually PACIFIC. ",PACIFIC,positive
An academic community medical oncologist very experienced with IO across different indications was very impressed with CM-816 data presented at AACR. TL was surprised that majority of the patients in CM-816 were stage IIIA and mentioned at their institution majority of stage IIIA get delineated by PET imaging at and are typically unresectable and sent for Chemo-RT followed by consolidated Durvalumab. But TL also believed that their surgeons would be keen about the data and the increased possibility of operating stage IIIA upfront. ,CM-816,negative
An academic community medical oncologist very experienced with IO across different indications was very impressed with CM-816 data presented at AACR. TL was surprised that majority of the patients in CM-816 were stage IIIA and mentioned at their institution majority of stage IIIA get delineated by PET imaging at and are typically unresectable and sent for Chemo-RT followed by consolidated Durvalumab. But TL also believed that their surgeons would be keen about the data and the increased possibility of operating stage IIIA upfront. ,Durvalumab,positive
"CM-816 : The Tx surgeon expressed that benefit in surgery without significant toxicity or complication are not observed in patients with NSCLC with others treatments, this is amazing together with the long term benefit of patients.",CM-816,positive
"CM-816: Discussant noted limited # patients stage IB and II, making interpretations regarding EFS differences difficult ",CM-816,neutral
"CM-649 bio makers: patients with low CPS scores had benefit as well, particularly if they had low angiogenesis GES",CM-649,positive
"CM-816 : The TL expressed that this study is excellent, a new paradigm of treatment for patients with NSCLC. The EFS data by patients subgroups is valuable, the OS is impressive even when data is not madure.",CM-816,positive
CM-816: Interesting that there were such EFS differences in the greography subgroup. Possible surgical approach differences were noted as a reason- but more analysis is necessary ,CM-816,neutral
"CM-816 subsequent therapy analysis requested by NTL TL to understand which patients received ADJ chemo Rad. May help answer if there was added benefit, esp. in patients who had a pCR ",CM-816,neutral
"AACR 2022.  Iovance Representative told me that this company has been discussing utilizing their Tumor Infiltrating Lymphocytes (TIL) manufacturing process in NSCLC in either the neoadjuvant or adjuvant setting.  Since the process requires >1.5 cm tumor to make the TIL, the resected tumor is either going to Pathology or disposal and this would be an ideal time to collect the necessary tissue.  The Rep stated the TL at MSK have a feeling, without supporting data, that the TIL collected after priming with CM-816 would be superior than TIL infused in the adjuvant setting",CM-816,positive
"CM-816: After discussing the recent AACR dataset, the TL replied This data changes everything, now there's no reason not to do this!",CM-816,neutral
AACR22 CM-816 EFS Discussion – at the podium. Question from the audience: Can you expand on the subgroup HR differences based on the geography where Asia seems to outperform North American and Europe.,CM-816,neutral
AACR22 CM-816 EFS Discussion – at the podium. Question from the audience: Should patients with no pCR have additional adjuvant therapy? ,CM-816,neutral
"AACR22 CM-816 discussant at the podium – stated his take home message – combining IO and surgery, is the new standard of care and will almost certainly improve overall survival in early stage disease- for the first time, in decades in my entire career.",CM-816,neutral
AACR22 CM-816 EFS Discussant at the podium – stated we are at an age where peri-operative therapies are moving us one step closer to curing this disease [NSCLC].,CM-816,neutral
AACR22 CM-816 EFS Discussant at the podium – when discussing between neoadjuvant between adjuvant IO. NTL stated that he looks at landmark survival in advanced disease as a metric of success. The treatments need to be safe enough the potentially surgically curable patient population. NTL believes neoadj IO meets all the criteria. ,CM-816,neutral
AACR22 CM-816 discussant at the podium stated that the PD-L1 negative subset might benefit from additional chemo IO. NTL suggested an ECOG study to due CM816 regimen and then for non pCR patients randomize to chemo+IO vs. no additional adjuvant regimen. ,CM-816,neutral
CM-816 : nivo+CT neoadj after AACR presentation: nivo+CT will be the new SOC,CM-816,neutral
CM-816 : Key takeaway for surgeons: IIIA EFS data means that surgeons can take back the operable IIIA patients (ie: operate on them rather than have the rad oncs to give them PACIFIC regimen),CM-816,neutral
CM-816 : Key takeaway for surgeons: IIIA EFS data means that surgeons can take back the operable IIIA patients (ie: operate on them rather than have the rad oncs to give them PACIFIC regimen),PACIFIC,neutral
CM-816 : Is there a breakdown of histology and PD-L1? Are there more Pd-L1 negatives in the SQ group? ,CM-816,neutral
CM-816 : He does not expect to see separation of EFS curves in stage Ib/II until 3y. He expects OS will be significant at next analysis,CM-816,neutral
CM-816 : He would give neoadjuvant IO+chemo to stage IIIA with unknown PD-L1 or Pd-L1>=1% based on this data.,CM-816,neutral
